0.51,0.95,0.97,0.93,0.98,0.8,0.94,0.64,0.82,0.9,0.8,0.47,0.01,0.76,0.66,0.23,0.21,0.82,0.04,0.49,0.59,0.35,0.53,0.64,0.97,0
0.65,0.88,0.96,0.89,0.73,0.78,0.85,0.53,0.77,0.32,0.62,0.68,0.01,0.61,0.57,0.84,0.5,0.91,0.01,0.49,0.39,0.43,0.7,0.99,0.99,0
0.73,0.66,0.95,0.82,0.59,0.85,0.85,0.86,0.92,0.35,0.67,0.6,0.05,0.76,0.58,0.09,0.35,0.99,0.22,0.75,0.78,0.18,0.79,0.65,0.99,0
0.63,0.6,0.99,0.95,0.3,0.84,0.85,0.61,0.79,0.78,0.41,0.69,0.29,0.59,0.54,0.54,0.41,0.99,0.06,0.38,0.78,0.55,0.67,0.82,0.9,0
0.76,0.73,0.93,0.89,0.63,0.78,0.95,0.58,0.96,0.69,0.58,0.54,0.01,0.6,0.3,0.67,0.49,0.99,0.35,0.5,0.35,0.4,0.68,0.71,0.93,0
0.64,0.69,0.85,0.85,0.78,0.78,0.84,0.55,0.97,0.51,0.66,0.74,0.15,0.88,0.39,0.73,0.4,0.92,0.21,0.61,0.55,0.3,0.76,0.82,0.89,0
0.52,0.78,0.75,0.93,0.57,0.72,0.97,0.68,0.77,0.51,0.69,0.45,0.01,0.62,0.51,0.54,0.5,0.99,0.08,0.46,0.39,0.54,0.76,0.99,0.9,0
0.6,0.74,0.89,0.9,0.33,0.91,0.95,0.75,0.99,0.56,0.6,0.65,0.3,0.47,0.6,0.21,0.16,0.81,0.01,0.64,0.44,0.42,0.54,0.98,0.87,0
0.77,0.62,0.85,0.91,0.55,0.99,0.91,0.44,0.78,0.53,0.69,0.7,0.03,0.81,0.39,0.47,0.52,0.99,0.04,0.45,0.41,0.54,0.61,0.94,0.82,0
0.74,0.58,0.85,0.97,0.38,0.79,0.91,0.47,0.99,0.79,0.34,0.46,0.16,0.53,0.42,0.53,0.59,0.93,0.06,0.4,0.72,0.39,0.73,0.83,0.96,0
0.58,0.73,0.83,0.96,0.73,0.83,0.95,0.71,0.97,0.64,0.63,0.76,0.06,0.57,0.5,0.12,0.5,0.98,0.21,0.52,0.67,0.45,0.56,0.72,0.88,0
0.42,0.83,0.89,0.94,0.56,0.94,0.97,0.52,0.81,0.53,0.39,0.74,0.2,0.7,0.4,0.72,0.2,0.96,0.07,0.43,0.73,0.58,0.66,0.89,0.92,0
0.53,0.58,0.99,0.97,0.65,0.66,0.99,0.86,0.87,0.48,0.49,0.7,0.01,0.7,0.72,0.2,0.76,0.99,0.01,0.32,0.51,0.32,0.66,0.56,0.93,0
0.83,0.6,0.88,0.8,0.63,0.77,0.99,0.63,0.8,0.67,0.53,0.48,0.09,0.68,0.53,0.58,0.43,0.98,0.28,0.36,0.78,0.42,0.59,0.99,0.96,0
0.78,0.86,0.78,0.91,0.48,0.63,0.78,0.61,0.93,0.65,0.56,0.55,0.01,0.63,0.29,0.46,0.5,0.89,0.02,0.4,0.55,0.52,0.71,0.96,0.83,0
0.55,0.79,0.94,0.79,0.57,0.96,0.89,0.59,0.91,0.63,0.69,0.66,0.07,0.6,0.47,0.75,0.47,0.94,0.01,0.6,0.44,0.57,0.57,0.76,0.96,0
0.62,0.79,0.97,0.87,0.61,0.68,0.99,0.68,0.92,0.62,0.5,0.61,0.12,0.7,0.52,0.23,0.52,0.9,0.01,0.48,0.31,0.54,0.8,0.89,0.88,0
0.48,0.73,0.73,0.91,0.64,0.76,0.87,0.62,0.9,0.74,0.6,0.56,0.01,0.72,0.81,0.44,0.36,0.89,0.01,0.54,0.37,0.29,0.43,0.75,0.99,0
0.43,0.52,0.91,0.88,0.61,0.9,0.9,0.43,0.83,0.67,0.52,0.46,0.19,0.65,0.42,0.5,0.63,0.97,0.01,0.59,0.83,0.63,0.78,0.75,0.99,0
0.44,0.7,0.85,0.99,0.6,0.61,0.92,0.67,0.81,0.44,0.51,0.59,0.05,0.63,0.65,0.31,0.27,0.9,0.23,0.43,0.85,0.51,0.54,0.79,0.97,0
0.45,0.99,0.83,0.95,0.74,0.79,0.83,0.56,0.9,0.71,0.61,0.47,0.06,0.61,0.06,0.36,0.31,0.99,0.3,0.74,0.48,0.39,0.78,0.99,0.92,0
0.58,0.99,0.89,0.87,0.57,0.88,0.83,0.57,0.7,0.56,0.84,0.75,0.04,0.58,0.44,0.71,0.43,0.99,0.01,0.46,0.78,0.19,0.84,0.66,0.94,0
0.58,0.86,0.68,0.77,0.48,0.8,0.84,0.57,0.7,0.55,0.49,0.68,0.13,0.89,0.37,0.44,0.51,0.93,0.04,0.3,0.6,0.33,0.57,0.69,0.99,0
0.58,0.9,0.92,0.78,0.41,0.9,0.85,0.46,0.83,0.58,0.47,0.61,0.01,0.36,0.6,0.34,0.67,0.87,0.01,0.65,0.34,0.37,0.77,0.86,0.83,0
0.62,0.72,0.99,0.94,0.94,0.59,0.9,0.46,0.99,0.71,0.7,0.55,0.01,0.44,0.84,0.6,0.47,0.99,0.15,0.63,0.34,0.36,0.72,0.95,0.99,0
0.47,0.77,0.99,0.95,0.66,0.8,0.95,0.83,0.86,0.76,0.49,0.73,0.17,0.6,0.72,0.36,0.4,0.95,0.3,0.54,0.67,0.35,0.7,0.75,0.91,0
0.71,0.75,0.99,0.89,0.52,0.97,0.85,0.4,0.99,0.65,0.32,0.66,0.01,0.93,0.35,0.38,0.38,0.88,0.01,0.31,0.42,0.24,0.5,0.7,0.91,0
0.51,0.59,0.93,0.9,0.49,0.74,0.99,0.63,0.91,0.26,0.52,0.37,0.01,0.75,0.37,0.6,0.37,0.99,0.01,0.47,0.6,0.52,0.67,0.99,0.92,0
0.54,0.39,0.99,0.87,0.4,0.97,0.99,0.61,0.66,0.65,0.52,0.5,0.19,0.42,0.61,0.59,0.77,0.97,0.01,0.39,0.56,0.5,0.82,0.65,0.93,0
0.73,0.95,0.99,0.87,0.69,0.99,0.98,0.69,0.96,0.5,0.41,0.78,0.01,0.7,0.38,0.42,0.53,0.88,0.06,0.53,0.54,0.35,0.79,0.99,0.91,0
0.76,0.87,0.71,0.85,0.47,0.9,0.91,0.66,0.93,0.48,0.5,0.49,0.03,0.68,0.53,0.35,0.62,0.99,0.25,0.59,0.57,0.54,0.77,0.82,0.99,0
0.82,0.99,0.9,0.92,0.6,0.8,0.94,0.58,0.82,0.83,0.62,0.66,0.16,0.72,0.56,0.49,0.34,0.95,0.01,0.53,0.4,0.57,0.79,0.94,0.94,0
0.65,0.49,0.82,0.89,0.59,0.79,0.83,0.62,0.79,0.46,0.64,0.62,0.21,0.79,0.65,0.56,0.39,0.88,0.01,0.87,0.41,0.42,0.64,0.86,0.91,0
0.36,0.62,0.8,0.89,0.46,0.71,0.92,0.52,0.97,0.55,0.63,0.48,0.14,0.65,0.58,0.57,0.48,0.97,0.01,0.67,0.67,0.51,0.54,0.76,0.9,0
0.57,0.81,0.84,0.98,0.55,0.54,0.87,0.26,0.75,0.53,0.52,0.61,0.01,0.62,0.8,0.74,0.35,0.99,0.01,0.39,0.75,0.16,0.76,0.74,0.94,0
0.58,0.97,0.84,0.9,0.63,0.77,0.84,0.59,0.86,0.71,0.48,0.59,0.09,0.68,0.46,0.5,0.41,0.89,0.11,0.36,0.7,0.48,0.52,0.94,0.96,0
0.7,0.9,0.87,0.85,0.47,0.67,0.85,0.64,0.85,0.54,0.5,0.7,0.01,0.56,0.47,0.45,0.36,0.99,0.16,0.51,0.57,0.52,0.69,0.99,0.99,0
0.61,0.81,0.96,0.88,0.4,0.92,0.79,0.83,0.96,0.62,0.61,0.88,0.01,0.55,0.38,0.45,0.37,0.96,0.07,0.39,0.76,0.27,0.52,0.95,0.94,0
0.65,0.67,0.83,0.85,0.46,0.87,0.87,0.7,0.93,0.74,0.72,0.75,0.15,0.63,0.45,0.13,0.54,0.9,0.1,0.57,0.37,0.32,0.64,0.83,0.96,0
0.45,0.76,0.78,0.75,0.64,0.63,0.86,0.42,0.67,0.55,0.55,0.78,0.11,0.67,0.65,0.72,0.55,0.92,0.18,0.73,0.64,0.68,0.81,0.99,0.87,0
0.46,0.74,0.78,0.86,0.66,0.71,0.94,0.42,0.79,0.73,0.63,0.69,0.27,0.87,0.32,0.76,0.42,0.95,0.05,0.64,0.4,0.51,0.76,0.99,0.94,0
0.73,0.66,0.98,0.92,0.37,0.85,0.91,0.55,0.75,0.57,0.41,0.87,0.01,0.61,0.73,0.62,0.59,0.99,0.01,0.36,0.66,0.55,0.65,0.74,0.99,0
0.67,0.57,0.95,0.8,0.49,0.65,0.86,0.49,0.77,0.69,0.64,0.73,0.19,0.65,0.52,0.61,0.72,0.99,0.23,0.63,0.69,0.22,0.8,0.93,0.95,0
0.53,0.69,0.93,0.96,0.36,0.83,0.86,0.48,0.9,0.56,0.51,0.55,0.09,0.7,0.28,0.33,0.48,0.98,0.01,0.56,0.44,0.8,0.57,0.8,0.96,0
0.48,0.86,0.99,0.87,0.57,0.73,0.9,0.79,0.97,0.48,0.8,0.8,0.11,0.61,0.51,0.34,0.56,0.93,0.01,0.62,0.57,0.59,0.67,0.92,0.99,0
0.65,0.79,0.99,0.89,0.57,0.99,0.84,0.46,0.66,0.67,0.68,0.75,0.01,0.83,0.74,0.48,0.5,0.99,0.1,0.58,0.41,0.43,0.53,0.98,0.99,0
0.59,0.79,0.79,0.96,0.49,0.82,0.98,0.5,0.99,0.62,0.6,0.72,0.01,0.78,0.51,0.71,0.47,0.92,0.1,0.49,0.4,0.42,0.85,0.89,0.89,0
0.69,0.51,0.75,0.9,0.57,0.83,0.84,0.58,0.67,0.63,0.39,0.63,0.08,0.47,0.4,0.66,0.7,0.84,0.09,0.34,0.38,0.66,0.78,0.8,0.97,0
0.68,0.77,0.99,0.94,0.16,0.76,0.85,0.57,0.85,0.52,0.46,0.83,0.13,0.61,0.64,0.64,0.66,0.88,0.15,0.42,0.7,0.42,0.39,0.9,0.83,0
0.57,0.74,0.87,0.8,0.4,0.69,0.88,0.77,0.94,0.54,0.77,0.47,0.14,0.68,0.55,0.63,0.41,0.99,0.05,0.81,0.51,0.61,0.77,0.75,0.99,0
0.46,0.46,0.96,0.97,0.56,0.77,0.99,0.69,0.76,0.7,0.44,0.58,0.01,0.41,0.26,0.74,0.36,0.91,0.01,0.61,0.55,0.51,0.68,0.75,0.88,0
0.71,0.74,0.95,0.68,0.69,0.74,0.99,0.53,0.85,0.69,0.49,0.76,0.01,0.87,0.66,0.6,0.41,0.94,0.09,0.24,0.48,0.57,0.53,0.99,0.91,0
0.64,0.6,0.93,0.93,0.7,0.98,0.99,0.63,0.69,0.77,0.43,0.59,0.15,0.76,0.82,0.5,0.28,0.93,0.07,0.45,0.73,0.42,0.5,0.96,0.87,0
0.82,0.79,0.8,0.98,0.86,0.54,0.96,0.66,0.87,0.64,0.66,0.56,0.23,0.52,0.89,0.81,0.35,0.95,0.23,0.44,0.53,0.4,0.84,0.82,0.95,0
0.67,0.72,0.84,0.81,0.35,0.65,0.78,0.51,0.89,0.61,0.49,0.52,0.01,0.52,0.25,0.64,0.32,0.95,0.01,0.82,0.32,0.48,0.65,0.8,0.97,0
0.62,0.61,0.93,0.93,0.72,0.72,0.99,0.57,0.59,0.67,0.59,0.54,0.17,0.64,0.7,0.48,0.6,0.99,0.11,0.37,0.67,0.45,0.95,0.96,0.99,0
0.5,0.7,0.91,0.82,0.4,0.79,0.89,0.63,0.99,0.55,0.69,0.63,0.02,0.73,0.09,0.51,0.42,0.88,0.01,0.44,0.31,0.56,0.66,0.68,0.9,0
0.7,0.67,0.88,0.87,0.53,0.58,0.9,0.53,0.99,0.57,0.54,0.78,0.03,0.73,0.33,0.81,0.42,0.98,0.2,0.46,0.55,0.53,0.78,0.76,0.96,0
0.48,0.65,0.85,0.99,0.76,0.99,0.9,0.49,0.72,0.81,0.4,0.61,0.01,0.93,0.3,0.72,0.67,0.94,0.11,0.3,0.54,0.42,0.35,0.95,0.97,0
0.38,0.57,0.85,0.86,0.51,0.68,0.83,0.64,0.79,0.59,0.57,0.71,0.03,0.81,0.52,0.68,0.66,0.85,0.17,0.73,0.42,0.45,0.64,0.96,0.99,0
0.51,0.92,0.84,0.89,0.68,0.99,0.86,0.7,0.88,0.39,0.48,0.49,0.01,0.65,0.51,0.76,0.55,0.99,0.02,0.6,0.6,0.65,0.64,0.99,0.99,0
0.51,0.74,0.94,0.87,0.44,0.99,0.88,0.83,0.78,0.57,0.7,0.62,0.01,0.61,0.55,0.37,0.51,0.79,0.01,0.48,0.48,0.32,0.58,0.91,0.99,0
0.42,0.71,0.97,0.92,0.54,0.74,0.9,0.59,0.57,0.51,0.35,0.82,0.16,0.6,0.66,0.99,0.42,0.99,0.1,0.47,0.41,0.38,0.64,0.6,0.99,0
0.56,0.81,0.87,0.99,0.33,0.68,0.95,0.91,0.72,0.84,0.48,0.82,0.06,0.99,0.86,0.37,0.88,0.87,0.01,0.74,0.45,0.37,0.71,0.96,0.98,0
0.5,0.78,0.94,0.99,0.59,0.64,0.9,0.52,0.99,0.38,0.67,0.51,0.22,0.8,0.54,0.6,0.46,0.99,0.04,0.6,0.56,0.13,0.62,0.99,0.99,0
0.61,0.73,0.88,0.94,0.63,0.67,0.95,0.76,0.73,0.58,0.66,0.74,0.01,0.63,0.41,0.58,0.56,0.95,0.01,0.36,0.63,0.29,0.72,0.85,0.91,0
0.6,0.97,0.92,0.88,0.36,0.87,0.98,0.68,0.99,0.66,0.43,0.64,0.12,0.79,0.4,0.49,0.55,0.99,0.18,0.58,0.6,0.32,0.55,0.89,0.99,0
0.65,0.82,0.79,0.8,0.7,0.8,0.81,0.71,0.88,0.98,0.76,0.7,0.03,0.73,0.48,0.21,0.62,0.97,0.01,0.42,0.44,0.58,0.68,0.99,0.84,0
0.46,0.89,0.85,0.83,0.48,0.7,0.94,0.75,0.64,0.56,0.6,0.66,0.16,0.72,0.38,0.28,0.26,0.92,0.05,0.62,0.5,0.75,0.68,0.84,0.98,0
0.47,0.78,0.76,0.95,0.56,0.83,0.91,0.43,0.73,0.8,0.66,0.57,0.1,0.75,0.89,0.72,0.55,0.92,0.28,0.49,0.44,0.29,0.58,0.85,0.99,0
0.72,0.9,0.91,0.96,0.84,0.92,0.99,0.4,0.75,0.5,0.25,0.66,0.23,0.63,0.54,0.33,0.44,0.97,0.01,0.65,0.3,0.49,0.63,0.99,0.99,0
0.33,0.44,0.83,0.86,0.53,0.8,0.95,0.42,0.62,0.63,0.55,0.64,0.01,0.68,0.8,0.18,0.34,0.99,0.25,0.47,0.39,0.19,0.72,0.74,0.99,0
0.9,0.78,0.93,0.89,0.7,0.8,0.9,0.78,0.93,0.88,0.39,0.58,0.01,0.81,0.4,0.62,0.35,0.94,0.35,0.71,0.31,0.5,0.8,0.84,0.87,0
0.69,0.76,0.94,0.89,0.85,0.68,0.87,0.67,0.95,0.42,0.77,0.46,0.05,0.66,0.36,0.73,0.19,0.9,0.01,0.61,0.75,0.55,0.87,0.61,0.96,0
0.42,0.7,0.92,0.91,0.73,0.54,0.84,0.41,0.64,0.73,0.62,0.85,0.2,0.71,0.31,0.7,0.41,0.87,0.01,0.52,0.71,0.46,0.85,0.91,0.92,0
0.95,0.99,0.91,0.84,0.34,0.85,0.88,0.66,0.89,0.66,0.75,0.69,0.01,0.6,0.62,0.29,0.59,0.99,0.04,0.4,0.32,0.3,0.48,0.9,0.92,0
0.48,0.86,0.91,0.9,0.62,0.93,0.79,0.69,0.61,0.5,0.73,0.74,0.14,0.72,0.78,0.19,0.46,0.95,0.31,0.63,0.68,0.35,0.98,0.96,0.88,0
0.9,0.56,0.84,0.88,0.42,0.87,0.92,0.61,0.99,0.39,0.78,0.54,0.24,0.95,0.96,0.46,0.35,0.97,0.04,0.27,0.65,0.33,0.88,0.99,0.93,0
0.6,0.72,0.87,0.99,0.43,0.81,0.97,0.55,0.77,0.43,0.75,0.74,0.11,0.5,0.6,0.56,0.46,0.85,0.04,0.39,0.56,0.46,0.65,0.99,0.95,0
0.67,0.8,0.97,0.83,0.51,0.92,0.91,0.75,0.95,0.54,0.71,0.62,0.17,0.94,0.72,0.96,0.3,0.91,0.02,0.45,0.6,0.4,0.83,0.99,0.98,0
0.47,0.82,0.95,0.92,0.55,0.98,0.86,0.55,0.94,0.67,0.71,0.61,0.01,0.54,0.41,0.66,0.6,0.82,0.12,0.49,0.41,0.73,0.72,0.99,0.99,0
0.52,0.7,0.99,0.81,0.56,0.81,0.97,0.65,0.73,0.73,0.71,0.51,0.01,0.63,0.27,0.71,0.46,0.93,0.01,0.45,0.74,0.55,0.48,0.77,0.99,0
0.54,0.68,0.84,0.81,0.56,0.75,0.98,0.59,0.72,0.69,0.77,0.55,0.01,0.64,0.23,0.83,0.32,0.93,0.24,0.61,0.48,0.35,0.67,0.87,0.99,0
0.58,0.57,0.97,0.97,0.52,0.9,0.9,0.44,0.84,0.45,0.52,0.53,0.09,0.72,0.24,0.32,0.5,0.98,0.06,0.21,0.72,0.68,0.9,0.97,0.99,0
0.51,0.77,0.82,0.91,0.36,0.88,0.88,0.7,0.87,0.54,0.71,0.5,0.02,0.63,0.65,0.48,0.54,0.99,0.01,0.38,0.57,0.58,0.76,0.99,0.93,0
0.61,0.69,0.87,0.84,0.48,0.78,0.85,0.6,0.61,0.66,0.62,0.71,0.01,0.63,0.7,0.47,0.76,0.85,0.02,0.35,0.45,0.35,0.63,0.99,0.87,0
0.68,0.56,0.87,0.99,0.61,0.84,0.94,0.67,0.93,0.78,0.47,0.64,0.13,0.8,0.61,0.76,0.43,0.86,0.22,0.5,0.48,0.45,0.63,0.99,0.99,0
0.64,0.82,0.9,0.97,0.24,0.65,0.9,0.55,0.73,0.68,0.47,0.68,0.07,0.71,0.33,0.46,0.66,0.99,0.18,0.49,0.33,0.39,0.67,0.99,0.99,0
0.66,0.64,0.91,0.88,0.52,0.64,0.93,0.6,0.95,0.41,0.45,0.99,0.01,0.74,0.59,0.3,0.72,0.95,0.07,0.74,0.45,0.39,0.65,0.72,0.97,0
0.66,0.77,0.95,0.96,0.59,0.77,0.99,0.51,0.99,0.57,0.7,0.89,0.01,0.68,0.42,0.84,0.45,0.99,0.01,0.55,0.5,0.52,0.62,0.84,0.82,0
0.63,0.53,0.89,0.99,0.53,0.66,0.92,0.57,0.57,0.52,0.73,0.75,0.19,0.51,0.35,0.57,0.63,0.99,0.06,0.64,0.87,0.36,0.61,0.96,0.99,1
0.62,0.6,0.92,0.99,0.41,0.92,0.79,0.26,0.52,0.32,0.81,0.69,0.01,0.61,0.3,0.69,0.56,0.84,0.16,0.73,0.85,0.63,0.71,0.82,0.81,1
0.59,0.61,0.88,0.99,0.44,0.71,0.95,0.78,0.67,0.67,0.89,0.59,0.01,0.43,0.69,0.51,0.6,0.86,0.01,0.74,0.88,0.85,0.73,0.82,0.83,1
0.54,0.67,0.86,0.89,0.65,0.76,0.88,0.36,0.46,0.39,0.75,0.76,0.1,0.53,0.53,0.84,0.72,0.87,0.01,0.77,0.85,0.71,0.65,0.99,0.85,1
0.86,0.56,0.86,0.75,0.53,0.99,0.96,0.69,0.29,0.64,0.77,0.53,0.02,0.5,0.84,0.56,0.54,0.99,0.01,0.6,0.81,0.39,0.68,0.74,0.99,1
0.65,0.85,0.92,0.99,0.38,0.83,0.92,0.83,0.38,0.7,0.78,0.8,0.19,0.51,0.4,0.54,0.63,0.81,0.31,0.57,0.84,0.35,0.6,0.93,0.99,1
0.84,0.54,0.82,0.96,0.62,0.91,0.85,0.75,0.61,0.64,0.87,0.68,0.14,0.78,0.55,0.66,0.61,0.99,0.07,0.72,0.96,0.48,0.43,0.94,0.93,1
0.57,0.66,0.94,0.77,0.62,0.82,0.8,0.66,0.59,0.35,0.77,0.66,0.02,0.55,0.7,0.61,0.65,0.83,0.34,0.41,0.89,0.51,0.64,0.99,0.9,1
0.94,0.49,0.92,0.84,0.46,0.86,0.88,0.63,0.33,0.9,0.68,0.83,0.01,0.54,0.99,0.59,0.41,0.76,0.11,0.74,0.97,0.52,0.44,0.84,0.99,1
0.71,0.3,0.9,0.99,0.83,0.92,0.92,0.44,0.49,0.51,0.77,0.68,0.04,0.35,0.34,0.55,0.68,0.53,0.01,0.71,0.99,0.56,0.78,0.85,0.8,1
0.56,0.75,0.97,0.96,0.98,0.85,0.94,0.64,0.57,0.96,0.9,0.42,0.05,0.56,0.66,0.52,0.31,0.58,0.04,0.64,0.84,0.45,0.49,0.64,0.94,1
0.7,0.68,0.96,0.88,0.73,0.83,0.85,0.53,0.52,0.07,0.72,0.63,0.05,0.41,0.57,0.92,0.6,0.76,0.01,0.64,0.64,0.53,0.66,0.99,0.99,1
0.78,0.46,0.95,0.75,0.59,0.9,0.85,0.86,0.67,0.12,0.77,0.55,0.1,0.56,0.58,0.43,0.45,0.93,0.22,0.9,0.99,0.28,0.75,0.65,0.99,1
0.68,0.4,0.99,0.98,0.3,0.89,0.85,0.61,0.54,0.77,0.51,0.64,0.34,0.39,0.54,0.73,0.51,0.91,0.06,0.53,0.99,0.65,0.63,0.82,0.8,1
0.81,0.53,0.93,0.88,0.63,0.83,0.95,0.58,0.71,0.63,0.68,0.49,0.01,0.4,0.3,0.81,0.59,0.99,0.35,0.65,0.6,0.5,0.64,0.71,0.87,1
0.69,0.49,0.85,0.8,0.78,0.83,0.84,0.55,0.72,0.36,0.76,0.69,0.2,0.68,0.39,0.85,0.5,0.78,0.21,0.76,0.8,0.4,0.72,0.82,0.78,1
0.57,0.58,0.75,0.95,0.57,0.77,0.97,0.68,0.52,0.37,0.79,0.4,0.06,0.42,0.51,0.73,0.6,0.98,0.08,0.61,0.64,0.64,0.72,0.99,0.8,1
0.65,0.54,0.89,0.9,0.33,0.96,0.95,0.75,0.89,0.44,0.7,0.6,0.35,0.27,0.6,0.51,0.26,0.57,0.01,0.79,0.69,0.52,0.5,0.98,0.76,1
0.82,0.42,0.85,0.92,0.55,0.99,0.91,0.44,0.53,0.39,0.79,0.65,0.08,0.61,0.39,0.68,0.62,0.99,0.04,0.6,0.66,0.64,0.57,0.94,0.65,1
0.79,0.38,0.85,0.99,0.38,0.84,0.91,0.47,0.77,0.8,0.44,0.41,0.21,0.33,0.42,0.72,0.69,0.8,0.06,0.55,0.97,0.49,0.69,0.83,0.91,1
0.63,0.53,0.83,0.99,0.73,0.88,0.95,0.71,0.72,0.56,0.73,0.71,0.11,0.37,0.5,0.45,0.6,0.88,0.21,0.67,0.92,0.55,0.52,0.72,0.77,1
0.47,0.63,0.89,0.97,0.56,0.99,0.97,0.52,0.56,0.39,0.49,0.69,0.25,0.5,0.4,0.84,0.3,0.85,0.07,0.58,0.98,0.68,0.62,0.89,0.85,1
0.58,0.38,0.99,0.99,0.65,0.71,0.99,0.86,0.62,0.32,0.59,0.65,0.01,0.5,0.72,0.5,0.86,0.99,0.01,0.47,0.76,0.42,0.62,0.56,0.87,1
0.88,0.4,0.88,0.71,0.63,0.82,0.99,0.63,0.55,0.61,0.63,0.43,0.14,0.48,0.53,0.75,0.53,0.88,0.28,0.51,0.99,0.52,0.55,0.99,0.92,1
0.83,0.66,0.78,0.92,0.48,0.68,0.78,0.61,0.68,0.58,0.66,0.5,0.01,0.43,0.29,0.67,0.6,0.71,0.02,0.55,0.8,0.62,0.67,0.96,0.69,1
0.6,0.59,0.94,0.69,0.57,0.99,0.89,0.59,0.66,0.55,0.79,0.61,0.12,0.4,0.47,0.86,0.57,0.81,0.01,0.75,0.69,0.67,0.53,0.76,0.93,1
0.67,0.59,0.97,0.85,0.61,0.73,0.99,0.68,0.67,0.54,0.6,0.56,0.17,0.5,0.52,0.52,0.62,0.74,0.01,0.63,0.56,0.64,0.76,0.89,0.77,1
0.53,0.53,0.73,0.92,0.64,0.81,0.87,0.62,0.65,0.72,0.7,0.51,0.04,0.52,0.81,0.66,0.46,0.72,0.01,0.69,0.62,0.39,0.39,0.75,0.97,1
0.48,0.32,0.91,0.86,0.61,0.95,0.9,0.43,0.58,0.6,0.62,0.41,0.24,0.45,0.42,0.7,0.73,0.86,0.01,0.74,0.99,0.73,0.74,0.75,0.99,1
0.49,0.5,0.85,0.99,0.6,0.66,0.92,0.67,0.56,0.26,0.61,0.54,0.1,0.43,0.65,0.58,0.37,0.73,0.23,0.58,0.99,0.61,0.5,0.79,0.93,1
0.5,0.86,0.83,0.99,0.74,0.84,0.83,0.56,0.65,0.68,0.71,0.42,0.11,0.41,0.06,0.61,0.41,0.91,0.3,0.89,0.73,0.49,0.74,0.99,0.85,1
0.63,0.84,0.89,0.84,0.57,0.93,0.83,0.57,0.45,0.44,0.94,0.7,0.09,0.38,0.44,0.84,0.53,0.99,0.01,0.61,0.99,0.29,0.8,0.66,0.89,1
0.63,0.66,0.68,0.65,0.48,0.85,0.84,0.57,0.45,0.42,0.59,0.63,0.18,0.69,0.37,0.66,0.61,0.79,0.04,0.45,0.85,0.43,0.53,0.69,0.99,1
0.63,0.7,0.92,0.68,0.41,0.95,0.85,0.46,0.58,0.46,0.57,0.56,0.04,0.16,0.6,0.59,0.77,0.68,0.01,0.8,0.59,0.47,0.73,0.86,0.68,1
0.67,0.52,0.99,0.98,0.94,0.64,0.9,0.46,0.75,0.66,0.8,0.5,0.01,0.24,0.84,0.77,0.57,0.95,0.15,0.78,0.59,0.46,0.68,0.95,0.99,1
0.52,0.57,0.99,0.99,0.66,0.85,0.95,0.83,0.61,0.74,0.59,0.68,0.22,0.4,0.72,0.61,0.5,0.83,0.3,0.69,0.92,0.45,0.66,0.75,0.83,1
0.76,0.55,0.99,0.87,0.52,0.99,0.85,0.4,0.77,0.58,0.42,0.61,0.05,0.73,0.35,0.62,0.48,0.69,0.01,0.46,0.67,0.34,0.46,0.7,0.83,1
